English,Malay
dibawa,pergi dengan cepat. -n. pusaran; putaran; pusingan; keadaan yang riuh-rendah.
whirligig,n. sejenis permainan yang berputar-putar.
whirlpool,n. pusaran air.
whirlwind,n. angin puting beliung; pusaran angin.
whirr,n. dengung; desing. -v.i. men- dengung; mendesing; berdengung.
whisk,"v.t.i. mengebas; pergi dengan cepat; memukul (telur, dll.) hingga berbuih. -n. pemukul telur; sejenis berus kecil; kebasan."
whisker,"n. misai; (pl) jambang, whiskered a. bermisai; berjambang; whiskery a. seperti misai; bermisai."
whiskey,"n. wiski dari Ireland, whisky n. wiski."
whisper,v.t.i. membisikkan; berbisik.
whist,n. sejenis permainan terup. whist drive beberapa pusingan permainan terup untuk beberapa orang pemain.
whistle,n. siulan; wisel. v.t.i. bersiul. whistle-stop n. (A.S.) lawatan kilat (oleh ahli politik semasa pilihan raya). whistler n. orang yang bersiul.
whit,n. jumlah yang paling kecil.
Whit,a. W hit Sunday Hari Ahad ke-7 selepas Hari Easter.
white,"a. (-er, -est) putih; pucat (kerana sakit, takut). -n. warna putih; orang putih. white ant anai-anai. white Christmas Hari Krismas yang bersalji. white coffee kopi susu. white-collar worker pekerja kolar putih; pekeija pejabat. white elephant barang yang tidak mendatangkan faedah. white hope orang harapan. white horses buih ombak. white-hot a. merah membara (berkenaan logam). white lie bohong dengan maksud baik. White Paper Kertas Putih. white sale jualan kain hiasan rumah. white slave perempuan yang diculik dan dijadi- kan pelacur. white spirit spirit putih, sejenis bahan pelarut. white slavery amalan menculik perempuan untuk dijadikan pelacur. white wine wain putih. whitely adv. dengan putih. whiteness n. keputihan."
whitebait,n. (pl. whitebait) sejenis ikan bilis.
Whitehall,n. Kerajaan Britain; Per- khidmatan Awam Britain.
whiten,v.t.i. bertambah putih; memutihkan.
whitewash,n. cat kapur (warna putih). -v.t. menyapu cat kapur pada; menutup kesalahan atau kesilapan.
whitewood,n. kayu putih ringan biasa- nya untuk diwamakan.
whither,adv. (usang) ke mana.
whiting,n. (pl. whitting) sejenis ikan kecil.
whitlow,n. kelurut.
Whitsun,n. lihat Whitsunday.
Whitsunday,n. (Sc.) Hari Ahad yang ke-7 selepas Easter; (Sc.) 15 Mei.
whittle,v.t. meraut (kayu); menolak.
whiz,v.t.i. (p.t. whizzed) berbunyi desau; berbunyi desir; berbunyi desing (berkenaan pergerakan). -n. desauan; desingan; desiran. whiz-kid n. (colloq.) kanak-kanak pintar.
who,pron. siapa; yang.
whoa,int. arahan supaya kuda berhenti.
whodunit,n. (colloq.) cerita misteri jenayah.
whoever,pron. sesiapa.
w,hole a. genap; semua; seluruh; sem- purna. -n. segenapnya; semuanya; keseluruhannya. on the whole pada keseluruhannya. whole-hearted a. tanpa ragu-ragu. whole number nombor bulat.
wholemeal,a. gandum tulen; keseluruhannya diperbuat daripada tepung gandum.
wholesale,n. jualan borong. -a. & adv. secara memborong. wholesaler n. pemborong; penjual borong.
wholesome,a. yang menyegarkan; yang menyihatkan. wholesomeness n. kesegaran.
wholly,adv. seluruhnya; semua sekali. whom pron. siapa; yang.
whoop,v.i. menjerit kegirangan. -n. jeritan kegirangan.
whoopingcough,n. batuk ay am; batuk kokoi; batuk rejan.
whoops,int. (colloq.) seruan kerana terkejut.
whopper,n. (si.) sesuatu yang sangat besar.
whopping,a. (si.) sangat besar. whore n. pelacur.
whorl,"n. lingkaran (daun, kelopak); pusar-pusar (jari)."
whortleberry,n. buah bilberi.
whos,contr. siapa; siapa yang.
whose,pron. kepunyaan; yang empu- nya.
whosoever,pron. sesiapa sahaja; tidak kira siapa; siapa (lah).
why,adv. kenapa; mengapa. int. ah! nah! wick n. sumbu.
wicked,a. jahat; keji. wickedly adv. dengan jahat; dengan keji. wickedness n. kejahatan; kekejian.
wicker,n. rotan yang dianyam untuk dibuat bakul atau perabot. wickerwork n. anyaman rotan.
wicket,n. wiket (dalam permainan kriket). wicket-door n. wicket-gate n. pintu kecil yang digunakan ketika pintu besar tertutup. wicket-keeper n. penjaga wiket.
wide,"a. (-er, -est) luas; lebar; lapang; jauh dari. -adv. dengan luas; dengan lebar. -n. lebar. to the wide kesemua- nya. wide awake jaga; (colloq.) sedar. widely adv. dengan luas; dengan lebar; dengan lapang. wideness n. keluasan; lebarnya; lapangnya."
widen,v.t.i. meluaskan; melebarkan; melapangkan.
widespread,a. tersebar luas; tersebar merata-rata.
willow,n. sejenis pohon.
willowy,a. penuh dengan pohon willow; (tentang orang) langsing; lampai.
willy,n. (si.) zakar.
willynilly,adv. mahu tak mahu. wilt1 Uhat will1.
wilt,v.t.i. menjadi layu; melayukan; menjadi letih. -n. sejenis penyakit yang menyebabkan pokok menjadi layu.
wily,"a. (-ier, -iesl) licik; pintar. wiliness n. kelicikan; kepintaran."
wimp,n. (orang yang) bacul atau pengecut.
wimple,n. sejenis tutup kepala yang dipakai pada abad pertengahan.
win,"v.t.i. (p.t. won, pres.p. winning) mendapat kemenangan; menang; memenangi; dapat menambat atau mengambil hati. -n. kemenangan."
wince,v.i. menggerenyit; menggigil. -n. gerenyitan; gigilan.
winceyette,n. sejenis kain kapas yang lembut.
winch,n. takal; kerekan. -v.t. meng- angkat dengan takal atau kerekan.
wind,n. angin; bayu; udara; kentut; nafas; alat tiup (berkenaan muzik): cakap besar. ~v.t.i. menghidu; terbau; berbau; termengah-mengah. get atau have the wind up (s.) berasa takut. get wind of mendengar ura-ura. in the wind akan berlakm like the wind amat pantas. put the wind up (si.) menakutkan. take the wind out of a person's sails memintasi ikhtiar seseorang. wind-break n. tampan angin. wind-cheater n. jaket nipis yang kalis angin. wind instrument alauiup. wind-jammer n. kapal layar saudagar. wind-sock n. kantung yang dikibarkan di lapangan terbang untuk menunjukkan arah tiupan angin. wind tunnel n. terowong angin.
wind,"v.t.i. (p.t. wound) memusing; memutar; melilit; (berkenaan jam, dsb.) mengunci. wind up mengunci (berkenaan jam); menutup, mengakhiri (berkenaan perbicaraan, dsb.); menu- tup (berkenaan perusahaan). winder n. pengunci jam atau barang mainan."
windbag,n. (colloq.) orang yang suka bercakap panjang lebar tapi tak berguna.
windfall,n. buah yang gugur kerana angin; durian runtuh (kiasan).
windingsheet,n. kain kapan. windlass n. kapi; mesin kerek. windless a. tidak berangin. windmill n. kincir angin.
widgeon,"n. itik liar, widow n. janda; baiu. widowed a. menjadi janda; menjadi duda."
widower,n. duda.
width,n. kelebaran; keluasan; lebar- nya; luasnya.
wield,v.t. mempunyai dan menggu- nakan.
wife,n. (pl. wives) isteri; bini. wifely a. berkenaan atau seperti isteri.
wig,n. rambut palsu.
wigging,H. teguran; makian; hamunan. wiggle v.t.i. & n. menggoyang- goyangkan; bergoyang.
wigwam,n. khemah atau pondok pen- duduk peribumi Amerika Utara.
wild,"a. (-er, -est) terbiar (berkenaan kawasan, persekitaran); liar, buas (berkenaan binatang); tidak teratur, tidak terkawal, tidak tersusun (berkenaan keadaan); bergelora (berkenaan laut); buas, ganas, gila (berkenaan nafsu); sembarangan (berkenaan ran- cangan, tindakan). -n. (usu. pl.) kawasan terbiar; kawasan terpencil, run wild hidup atau tumbuh terbiar. wild-goose chase kerja yang sia- sia. wildly adv. dengan liar; dengan ganas; dengan buas. wildness n. keliaran; keganasan; kebuasan."
wildcat,a. tidak menghiraukan kese- lamatan; (berkenaan mogok) mogok kilat.
wildebeest,"n. sejenis binatang di Afrika, wilderness n. hutan; rimba; belantara. wildfire n. spread like wildfire ter- sebar dengan cepat sekali."
wildfowl,n. burung buruan.
wildlife,n. hidupan liar.
wile,n. tipu muslihat.
wilful,a. yang disengajakan; keras hati. wilfully adv. dengan keras hati. wilfulness n. perihal keras hati.
will,v.aux. akan.
will,n. hati; kemahuan; kehendak; surat wasiat. -v.t. berkehendakkan; menghendaki; mewasiatkan. at will sesuka hati. have one's will men- dapat kehendak hati. with a will bersungguh-sungguh. will-power n. tekad; azam; kesungguhan hati.
willies,n.pl. (si.) rasa serba salah.
willing,a. rela; mahu; menurut: ber- sedia. -n. kerelaan; kesediaan. willingly adv. dengan rela; dengan menurut. willingness n. kerelaan; kesediaan.
willothewisp,n. khayalan; keadaan yang tidak mungkin tercapai.
window,n. tingkap: jendela. windowbox n. petak bunga di tingkap. window-dressing n. peraga hiasan. window-seat n. tempat duduk (epi tingkap. window-shopping n. tengok-tengok barang di kedai.
windpipe,n. trakea salur udara.
windscreen,a. ccrmin depan kereta; cermin penahan angin.
windshield,n. (A.S.) cermin depan.
windsurfing,n. luncur angin.
windswept,a. terdedah kepada angin; kusut ditiup angin.
windward,arah angin. -n. bahagian arah angin.
windy,a. (-ier. -iest) berangin; (si.) takut. w indiness AZ. berangin: perihal berangin.
wine,"AZ. wain; air anggur. -v.t.i. men- jamu dengan wain; minum wain, winy a. rasa wain."
wineglass,n. gelas wain.
winepress,n. pemerah anggur untuk dibuat wain.
wing,"AZ. sayap; kepak. -v.t.i. terbang; melukai sayap atau lengan. on the wing terbang, take wing terbang lepas. under one's wing di bawah jagaan seseorang."
winged,a. bersayap; berkepak.
winger,n. pemain sayap.
wingless,a. tidak bersayap; tidak berkepak.
wink,v.i. mengenyitkan mata; menge- dipkan mata. -n. kenyitan; kedipan. not a wink tidak tidur sedikit pun. wink at pura-pura tidak melihat.
winker,n. lampu penunjuk berkelap- kelip; lampu signal.
winkle,n. sejenis siput laul yang boleh dimakan. -v.t. winkle out mengo-
winners,pemenang; sesuatu kejayaan. winning I that win. -a. menarik. winning-post n. garis penamat. winnings n.pl. kemenangan judi.
winnow,v.t. mengangin; menampi.
winsome,"a. menarik, menawan (ten- tang rupa)."
winter,AZ. musim salji; musim dingin.
winy,a. berperisa wain.
wipe,v.t. mengelap; membersihkan; mengeringkan. -n. perihal mengelap. wipe out menghapuskan; membasmi.
wiper,it. pengelap cermin kereta.
wire,n. wayar. -v.t. mengikat dengan wayar. wire-haired a. berambut kerin- ting halus.
wireless,n. wayarles.
wireworm,n. ulat dawai; lundi kum- bang yang bersifat perosak.
wiring,n. pendawaian.
wiry,"a. (-ier, -iest) seperti wayar; kurus tetapi kuat (berkenaan orang), wariness n. berkeadaan seperti wayar."
wisdom,ii. kebijaksanaan; kearifan. wisdom tooth geraham bongsu; molar terakhir.
wise,a. (-er. -est) cerdik; pandai; pintar; (si.) tahu; maklum. -v.t. (si.) memaklumkan; memberitahu. wisely adv. dengan cerdik; dengan pandai: dengan pintar.
wise,n. (usang) cara; gaya.
w,iseacre n. orang yang berpura-pura sangat bijak.
wisecrack,n. (colloq.) kata-kata lucu; gurau senda. -v.i. (colloq.) bergurau senda.
wish,n. keinginan; kehendak; kema- huan; hasrat. -v.t.i. menghendaki; mengingini; berhasrat; berdoa.
wishbone,n. tulang selangka; tulang yang bercabang antara tengkuk dan dada burung.
wishful,a. yang berharap. wishful thinking angan-angan; khayalan.
wishywashy,a. pucat; lemah; tidak bersemangat; tidak berpendirian tetap.
wisp,n. seikat (rambut); sekepul (asap); seberkas (lidi). wispy a. jarang.
wistaria,n. sejenis tumbuhan yang menjalar dengan bunga yang bergan- tungan.
wistful,a. sayu; sedih. wistfully adv. dengan sayu; dengan sedih. wistfulness ii. kesayuan; kesedihan.
wit,n. akal; kecerdasan; kebijaksanaan; jenaka pintar. at one's wits' end risau dan tidak tahu apa yang harus dilakukan; kebingungan; kehilangan akal.
wit,v.t.i. (usang) to wit iaitu.
witch,"n. ahli sihir (perempuan); peng- goda (berkenaan orang perempuan). witch-doctor n, dukun; pawang; tukang sihir. witch-hazel n. sejenis tumbuhan. witch-hunt n. memburu ahli sihir. witchery n. ilmu sihir; pesona; tarikan; daya penarik."
witchcraft,n. ilmu sihir.
with,"prep, her (bermaksud, mempu- nyai); dengan; bersama-sama; turut; berserta; kerana. be with child (usang) mengandung. with it (colloq.) mengikut peredaran zaman."
withal,adv. (usang) lagipun; juga.
withdraw,"v.t.i. (p.t. withdrew, p.p. withdrawn) menarik balik; menge- luarkan (berkenaan duit dari bank); nienjauhkan diri. withdrawal n. penarikan balik; pengeluaran; perihal menjauhkan di ri."
withdrawn,a. (berkenaan orang) suka menyendiri; tidak bercampur dengan masyarakat.
withe,n. dahan pokok willow yang digunakan untuk mengikat.
wither,v.t.i. menjadi layu; menjadi kering; merana.
withers,n.pl. kelasa; bonggol (pada kerbau. dsb.).
withhold,v.t. (p.t. withheld) menahan; tidak memberikan.
within,"prep, di dalam; dalam ling- kungan. -adv. di dalam."
without,"prep, tanpa; dengan tiada; tidak dengan. -adv. di luar."
withstand,v.t. (p.t. withstood) menahan; bertahan; melawan; menentang.
withy,n. dahan yang kuat dari pokok willow.
witless,n. bodoh.
witness,n. saksi. -v.t. menjadi saksi. witness-box n. kandang saksi.
witter,v.i. berceloteh panjang lebar.
witticism,n. kata-kata yang bernas; jenaka pintar.
wittingly,adv. dengan sengaja.
witty,"a. (-ier, -iest) cerdas; bijak; lucu. wittily adv. dengan lucu; dengan bijak. wittiness n. kelucuan; kebijaksanaan."
wives,lihat wife.
wizard,n. orang sakti; orang yang pintar; ahli sihir (lelaki). wizardry a. ilmu sihir; kepintaran.
wizened,a. berkedut; berkeriput.
woad,n. pencelup biru yang didapati daripada sejenis pokok; pokok yang mengeluarkan sejenis pencelup biru.
wobble,v.i. terhuyung-hayang; bergo- yang-goyang. -n. gerakan yang terhuyung-hayang atari bergoyang- goyang. wobbly a. yang terhuyung- hayang; yang bergoyang-goyang.
wodge,n. (colloq^ ketul; segumpal; baji; pasak.
woe,n. duka; kesengsaraan; kesedihan. woeful a. dukacita; sedih; sengsara. woefully adv. dengan sedih; dengan dukacita; dengan sengsara. woefulness n. kedukaan; kesedihan; keseng-saraan.
woebegone,a. bersedih; kelihatan tidak gembira.
wok,n. kuali.
woke,woken lihat wake1
wold,n. kawasan lapang yang liras.
wolf,n. (pl. wolves) serigala. -v.t. makan dengan gelojoh. cry wolf mem- buat gempar. keep the wolf from the door mencegah kelaparan atau kebuluran. wolf-whistle n. siulan mengusik. wolfish a. seperti serigala; tamak.
wolfhound,"n. sejenis anjing yang asalnya digunakan untuk memburu serigala,"
wolfram,n. wolfram; bijih tungsten.
wolverine,n. sejenis binatang yang tergolong dalam keluarga weasel dan berasal dari Amerika Utara.
woman,n. (pl. women) perempuan; wanita; (colloq.) pekerja (wanita). woman of the world perempuan yang luas pergaulannya.
womanish,a. kewanitaan; seperti wanita. womanhood n. keadaan sebagai perempuan atau wanita; kewanitaan.
womanize,v.i. lelaki yang suka berfoya- foya dengan perempuan. womanizer n. kaki perempuan.
womankind,n. kaum wanita.
womanly,a. seperti perempuan; wajar bagi perempuan. womanliness n. sifat kewanitaan: sifat perempuan.
womb,n. rahim.
wombat,"n. sejenis binatang seperti beruang kecil, berasal dari Australia."
women,lihat woman.
womenfolk,n. kaum perempuan; kaum wanita; kaum ibu.
won,lihat win.
wonder,n. perasaan kagum; perasaan hairan; keajaiban. -v.t.i. berasa hai- ran; berasa kagum; berasa takjub; tertanya-tanya pada diri sendiri.
wonderful,a. bagus; elok; ajaib; meng- hairankan. wonderfully adv. dengan bagus; dengan elok: dengan takjub.
wonderland,n- taman kayangan; tempat yang penuh dengan pelbagai benda yang mengagumkan.
wonderment,n. sesuatu yang mengagumkan.
wondrous,a. (usang) amat bagus; amat elok; takjub.
wonky,a. goy ah.
wont,a. (usang) biasa; lazim. -n. kebiasaan; kelaziman.
wontt, will not tidak akan.
wonted,a. yang biasa; yang lazim; yang menjadi kebiasaan; yang menjadi kelaziman.
woo,v.t. (usang) memikat; membujuk rayu; merayu; mengurat.
wood,"n. kayu: (pl.) hutan; kayu pemu- kui bola golf, out of the wood tidak membimbangkan lagi; terkeluar daripada bahaya atau kesusahan."
woodbine,n. sejenis tumbuhan yang berbunga harum.
woodcock,n. sejenis boning.
woodcut,n. ukiran kayu.
wooded,a. berhutan; berkayu.
wooden,n. dibuat daripada kayu; selamba: keras dan kaku; bersahaja (berkenaan air muka). woodenlyadv. dengan selamba: dengan bersahaja.
woodland,n. tanah hutan: hutan kayu. woodlouse?. (pl. -lice) serangga kayu;
woodpecker,n. boning belatuk.
woodpigeon,n. burung merpati jenis besar.
woodwind,n. aiat tiup (kayu).
woodwork,n. seni ukir kayu; ukiran kayu: benda-benda yang diperbuat daripada kayu.
woodworm,n. sejenis ulat kayu. woody a. seperti kayu; berhutan. woof n. salakan anjing.
woofer,n. wufer.
wool,?. benang bulu biri-biri; kain yang diperbuat daripada bulu biri-biri. pull the wool over someone's eyes menipu seseorang. wool-gathering n. angan-angan: berkhayal.
woollen,a. yang diperbuat daripada bulu. woollensn.pl. kain atau pakaian daripada bulu.
woolly,"a. (-ier, -iest) seperti bulu; dipenuhi bulu; kabur: tidak jelas. -n. (colloq.) pakaian daripada bulu. woolliness n. berkeadaan seperti bulu."
Woolsack,n. kusyen besar yang didu- duki oleh Ketua Canselor di House of Lords (di England).
woozy,a. (tidak formal) pening atau terpukau.
word,n. kata; perkataan; berita: kha- bar; janji; arahan. -v.t. berkata; mengatakan. word of honour sumpah; janji. word of mouth secara lisan. word-perfect a. dapat mengucapkan dengan tepat. word processor n. pemproses kata (ten- tang komputer).
wording?,pemilihan dan penyusunan kata.
wordy,terlaiu banyak menggunakan perkataan.
wore,lihat wear1 dan wear2.
work?,kerja; pekerjaan: fugas: hasil; karya: (pl.) mesin; jentera; kilang; perusahaan. -v.t.i. bekerja; menger-
jakan,"berlugas; menjalankan (berkenaan jentera); menghasilkan; meng- usahakan; menguli (tepung); menempa (besi); mengetuk (paku); menjahit; menyulam; menjadi longgar (skru, dll), work in memasukkan. work off menghilangkan. work out menyelesai- kan; latihan. work to rule bekerja mengikut aturan. work up membawa ke puncak; meningkat sampai."
workable,a. dapat dikerjakan atau dijalankan.
workaday,a. biasa; setiap hari; praktis (colloq.).
workaholic,n. (colloq.) mabuk atau giia kerja.
worker,n. pekerja; petugas; buruh. workhouse n. rumah kebajikan.
working,a. yang bekerja; golongan pekerja. -n. kerja lombong atau menggali. working class golongan pekerja (buruh). working-class a. berkenaan golongan yang bekerja (buruh).
workman,?. (pl. -men) kuli; buruh. workmanlike a. cekap; mahir.
workmanship,n. kecekapan; kemahiran.
workout,n. latihan atau ujian. workshop n. bengkel; woksyop. workstation n. terminal komputer dan kekunci; tempat kerja.
